Player,TEAM,AGE,MIN_2017,MIN_2018,GP,W,L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST_x,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height_x,Weight_x,College_x,Country_x,Draft Year_x,Draft Round_x,Draft Number_x,Height_y,Weight_y,College_y,Country_y,Draft Year_y,Draft Round_y,Draft Number_y,Box Outs,OFF Box Outs,DEF Box Outs,Team RebOn Box Outs,Player RebOn Box Outs,% Box Outs Off,% Box Outs Def,% Team RebWhen Box Out,% Player RebWhen Box Out,ContestedREB,ContestedREB%,REBChances,REBChance%,DeferredREB Chances,AdjustedREB Chance%,AVG REBDistance,PassesMade,PassesReceived,AST_y,SecondaryAST,PotentialAST,AST PTSCreated,AST PTSCreated,AST PTSCreated,AST PTSCreated,ASTAdj,AST ToPass%,AST ToPass% Adj,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots,FGM_und_5ft,FGA_und_5ft,FG%_und_5ft,FGM_5_9ft,FGA_5_9ft,FG%_5_9ft,FGM_10_14ft,FGA_10_14ft,FG%_10_14ft,FGM_15_19ft,FGA_15_19ft,FG%_15_19ft,FGM_20_24ft,FGA_20_24ft,FG%_20_24ft,FGM_25_29ft,FGA_25_29ft,FG%_25_29ft,OPP_FGM_und_5ft,OPP_FGA_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FGA_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FGA_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FGA_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FGA_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FGA_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,REB%,eFG%,TS%,USG%,PACE,PIE_2017,PIE_2018
Johnathan Motley,DAL,23,16.0,7.1,11,1,10,8.7,3.6,6.8,53.3,0.1,0.5,16.7,1.4,2.5,53.6,1.3,3.2,4.5,0.6,0.8,0.3,0.2,1.6,15.6,1,0,-1.5,6-10,230,Baylor,USA,Undrafted,Undrafted,Undrafted,6-10,230,Baylor,USA,Undrafted,Undrafted,Undrafted,4.7,0.6,4.1,2.5,0.9,13.5,86.5,93.1,34.5,1.5,34.7,8.5,52.7,0.4,55.1,5.5,17.2,15.8,0.6,0.1,1.2,,1.5,,1.5,0.7,3.7,4.2,1.4,3.0,0.5,0.4,0.0,0.4,100,0.0,0.00,3.3,1.0,4.3,2.5,3.7,68.3,0.4,1.3,30.8,0.3,0.5,50.0,0.4,0.7,50.0,0.0,0.3,0.0,0.1,0.3,33.3,6.0,8.6,69.5,0.9,2.8,32.1,0.9,1.6,55.6,1.5,3.5,41.0,1.6,4.8,34.0,1.7,5.8,29.7,104.3,-3.4,7.8,7.1,20.0,13.1,54.0,55.0,24.0,94.90,12.6,11.9
Johnny O'Bryant III,CHA,25,10.5,,36,15,21,4.8,1.9,4.8,39.8,0.4,1.2,32.6,0.6,0.7,84.0,0.8,1.8,2.6,0.4,0.4,0.3,0.2,1.3,9.3,0,0,-2.4,6-9,257,Louisiana State,USA,2014,2,36,6-9,257,Louisiana State,USA,2014,2,36,3.1,0.5,2.6,1.8,0.4,15.2,84.8,85.5,21.1,1.0,39.8,5.7,45.6,0.4,48.7,5.0,11.6,9.8,0.4,0.1,1.3,,1.0,,1.0,0.5,3.4,4.1,1.1,2.3,0.4,0.3,0.1,0.4,76.9,23.1,0.14,2.4,0.5,2.9,0.7,1.2,58.1,0.1,0.6,23.8,0.4,1.1,37.8,0.2,0.7,33.3,0.1,0.4,23.1,0.4,0.9,41.9,4.2,6.7,62.6,0.8,1.9,43.3,0.8,1.6,48.1,0.9,2.1,42.5,0.9,2.8,33.3,1.2,3.7,32.5,104.8,-10.7,6.7,6.3,17.3,11.2,43.9,47.0,21.9,100.80,8.0,
Jon Leuer,DET,29,17.1,9.8,8,5,3,5.4,1.9,4.5,41.7,0.0,0.4,0.0,1.6,1.9,86.7,0.9,3.1,4.0,0.6,0.9,0.1,0.4,2.0,11.7,0,0,1.5,6-10,228,Wisconsin,USA,2011,2,40,6-10,228,Wisconsin,USA,2011,2,40,5.1,0.3,4.9,2.6,0.5,4.9,95.1,84.0,16.0,1.5,37.5,9.3,43.2,0.6,46.4,4.8,22.0,15.6,0.6,0.3,1.4,,1.3,,1.3,0.9,2.8,4.0,1.5,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.00,2.8,1.1,3.9,1.3,2.0,62.5,0.1,0.6,20.0,0.5,0.8,66.7,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.1,0.0,6.3,9.9,63.3,1.8,4.0,43.8,1.0,2.4,42.1,0.6,2.4,26.3,1.3,4.3,29.4,1.6,6.3,26.0,94.9,1.8,5.1,4.9,17.9,11.3,41.7,50.5,15.1,104.64,7.0,9.1
Jonas Jerebko,UTA,31,15.3,16.7,74,45,29,5.8,2.1,4.6,46.6,0.9,2.1,41.4,0.6,0.8,80.7,0.7,2.6,3.3,0.6,0.4,0.3,0.2,1.7,11.7,0,0,0.8,6-10,231,None,Sweden,2009,2,39,6-10,231,None,Sweden,2009,2,39,2.2,0.3,1.8,1.1,0.3,16.0,84.0,92.4,22.8,0.8,24.4,6.5,51.0,0.4,54.3,5.8,22.4,16.7,0.6,0.1,1.2,,1.4,,1.4,0.7,2.5,3.1,0.5,1.2,0.6,0.1,0.2,0.3,41.7,58.3,0.08,2.8,1.2,4.0,0.9,1.5,63.3,0.2,0.5,30.0,0.1,0.2,53.8,0.0,0.1,20.0,0.6,1.4,43.6,0.3,0.9,36.8,5.0,8.2,60.5,1.4,3.2,42.6,1.2,2.7,43.7,1.1,3.0,35.9,1.8,4.2,41.7,1.6,4.8,33.0,104.2,1.7,5.7,4.8,17.5,11.2,56.2,58.6,15.1,97.65,9.1,9.2
Jonas Valanciunas,TOR,26,22.4,22.3,77,56,21,12.7,5.1,8.9,56.8,0.4,1.0,40.5,2.2,2.7,80.6,2.4,6.2,8.6,1.1,1.5,0.4,0.9,2.5,26.9,26,0,2.9,7-0,255,None,Lithuania,2011,1,5,7-0,255,None,Lithuania,2011,1,5,7.4,2.5,4.9,4.0,2.0,33.7,66.3,83.9,42.1,3.8,44.7,15.9,53.8,0.8,56.7,3.9,35.3,24.0,1.1,0.2,2.1,,2.8,,2.8,1.3,3.0,3.6,2.2,5.0,0.8,0.4,0.3,0.7,60.8,39.2,0.04,9.9,1.1,11.0,3.4,5.1,65.8,0.8,1.8,45.3,0.3,0.7,40.4,0.2,0.3,70.0,0.1,0.3,29.2,0.3,0.7,44.4,8.0,13.6,59.1,1.6,4.7,34.5,2.0,4.9,41.0,2.1,4.9,42.9,1.9,5.3,35.8,3.0,7.6,39.2,107.2,5.6,7.5,10.6,26.3,18.7,59.0,62.8,22.2,99.04,15.1,16.9
Jonathan Gibson,BOS,30,10.0,,4,2,2,8.5,3.5,5.8,60.9,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.0,0.0,1.3,10.2,0,0,-0.3,6-2,185,New Mexico State,USA,Undrafted,Undrafted,Undrafted,6-2,185,New Mexico State,USA,Undrafted,Undrafted,Undrafted,0.3,0.0,0.3,0.0,0.0,0.0,100,0.0,0.0,0.3,33.3,1.8,42.9,0.0,42.9,8.8,6.8,12.5,1.0,0.0,1.8,,2.3,,2.3,1.0,14.8,14.8,0.0,0.0,0.3,0.0,0.3,0.3,0.0,100,0.00,0.3,0.8,1.0,1.5,1.8,85.7,0.0,0.3,0.0,0.0,0.5,0.0,0.5,0.5,100,0.3,0.3,100,1.3,2.8,45.5,5.5,7.3,75.9,0.5,2.8,18.2,0.0,0.5,0.0,0.3,0.8,33.3,1.8,3.0,58.3,1.5,5.0,30.0,113.8,0.2,14.8,0.0,7.1,3.8,73.9,73.9,28.0,103.97,11.5,
Jonathan Isaac,ORL,20,19.8,26.6,27,11,16,5.4,2.0,5.4,37.9,0.6,1.7,34.8,0.7,0.9,76.0,0.6,3.1,3.7,0.7,1.0,1.2,1.1,1.8,16.8,0,0,-3.7,6-10,210,Florida State,USA,2017,1,6,6-10,210,Florida State,USA,2017,1,6,3.3,0.5,2.8,1.7,0.4,15.7,84.3,91.8,22.4,1.5,41.4,7.9,46.5,0.5,49.5,4.5,20.9,13.3,0.7,0.1,1.4,,1.7,,1.7,0.8,3.2,3.9,0.5,1.1,2.2,0.2,0.6,0.7,25.0,75.0,0.15,5.6,1.7,7.3,1.1,1.5,72.5,0.1,0.2,40.0,0.1,0.9,16.7,0.1,0.9,16.7,0.3,1.2,25.0,0.3,0.7,40.0,7.3,12.1,60.1,1.4,3.8,35.9,1.4,3.4,39.8,1.2,3.5,34.7,2.1,6.0,35.8,2.5,7.3,34.2,101.8,-8.6,5.3,2.9,14.1,8.7,43.4,46.5,14.9,100.23,7.1,8.2
Jonathon Simmons,ORL,28,29.4,19.0,69,21,48,13.9,5.1,11.0,46.5,1.0,3.0,33.8,2.7,3.5,76.8,0.9,2.6,3.5,2.5,2.1,0.8,0.2,2.5,22.9,0,0,-4.3,6-6,195,Houston,USA,Undrafted,Undrafted,Undrafted,6-6,195,Houston,USA,Undrafted,Undrafted,Undrafted,1.5,0.1,1.4,0.7,0.0,9.6,90.4,84.2,5.3,1.0,27.6,7.2,47.9,0.4,50.7,8.6,26.2,34.5,2.5,0.2,5.4,,6.5,,6.5,2.9,9.5,10.9,0.1,0.4,1.7,0.4,0.6,0.9,40.6,59.4,0.07,2.6,2.4,5.0,2.5,3.9,63.9,0.6,1.6,36.7,0.4,1.0,36.2,0.6,1.4,41.1,0.5,1.3,39.6,0.6,1.8,33.9,12.4,19.4,64.0,2.0,5.5,36.1,2.2,4.7,46.3,2.3,5.6,41.0,3.4,8.4,40.4,3.6,10.1,35.5,111.4,-6.9,13.1,3.0,8.7,5.9,51.1,55.5,21.5,99.75,7.7,6.0
Jordan Bell,GSW,23,14.2,11.6,57,43,14,4.6,2.0,3.2,62.7,0.0,0.1,0.0,0.5,0.8,68.2,1.1,2.6,3.6,1.8,0.9,0.6,1.0,1.6,15.5,1,0,2.8,6-9,224,Oregon,USA,2017,2,38,6-9,224,Oregon,USA,2017,2,38,2.1,0.2,1.9,1.1,0.3,10.2,89.8,88.9,27.8,1.4,38.2,6.9,52.8,0.4,56.3,5.8,22.5,15.6,1.8,0.2,3.0,,4.3,,4.3,2.0,7.9,8.9,1.5,3.5,1.2,0.2,0.3,0.5,35.7,64.3,0.00,4.6,2.2,6.8,1.6,2.4,67.6,0.1,0.3,46.7,0.2,0.3,63.2,0.0,0.1,28.6,0.0,0.0,100,0.0,0.1,0.0,5.4,9.5,56.8,0.9,2.9,31.8,0.9,2.3,38.7,1.0,2.7,37.7,1.5,4.0,36.6,2.0,5.6,35.6,104.3,8.9,16.6,8.2,16.2,12.6,62.7,64.1,13.4,101.77,11.1,8.3
Jordan Clarkson,CLE,26,23.3,27.3,81,40,41,13.9,5.3,11.8,45.1,1.4,3.9,35.2,1.9,2.3,80.0,0.7,2.0,2.7,2.7,1.6,0.7,0.1,1.3,22.0,1,0,-0.5,6-5,194,Missouri,USA,2014,2,46,6-5,194,Missouri,USA,2014,2,46,1.2,0.1,1.1,0.8,0.1,9.2,90.8,93.2,11.0,0.6,23.0,5.9,45.7,0.4,48.8,8.6,25.6,35.3,2.7,0.3,5.2,,6.7,,6.7,3.1,10.7,12.3,0.2,0.4,1.1,0.4,0.4,0.8,48.4,51.6,0.00,3.2,2.3,5.5,2.1,3.6,59.8,0.4,1.0,40.3,0.6,1.3,44.2,0.6,1.6,40.6,0.7,1.7,41.1,0.9,2.6,32.7,9.3,15.3,60.7,1.4,3.8,37.0,1.5,3.5,42.6,1.5,3.9,38.5,2.2,6.2,36.0,3.4,9.4,35.6,106.5,-1.9,19.3,2.9,8.0,5.5,50.9,54.2,25.3,101.14,11.5,10.5
Jordan Crawford,NOP,29,10.7,,5,3,2,6.6,2.4,5.4,44.4,1.6,2.8,57.1,0.2,0.2,100,0.4,0.4,0.8,2.6,1.0,0.2,0.2,1.4,11.7,0,0,-3.8,6-5,195,Xavier,USA,2010,1,27,6-5,195,Xavier,USA,2010,1,27,0.2,0.0,0.2,0.2,0.0,0.0,100,100,0.0,0.4,50.0,1.6,50.0,0.2,57.1,13.5,19.4,22.2,2.6,0.2,4.0,,7.0,,7.0,2.8,13.4,14.4,0.0,0.0,0.4,0.2,0.0,0.2,100,0.0,0.00,0.6,0.6,1.2,0.2,0.4,50.0,0.4,0.6,66.7,0.3,1.0,25.0,0.0,0.4,0.0,0.2,0.8,25.0,1.2,2.2,54.5,6.4,8.6,74.4,0.6,1.4,42.9,1.0,1.8,57.1,0.8,2.4,33.3,0.6,1.6,37.5,2.0,5.0,40.0,125.2,-14.5,35.1,3.6,3.6,3.6,59.3,60.1,23.0,110.35,9.0,
Jordan Mickey,MIA,23,12.4,,23,15,8,4.0,1.7,3.6,47.6,0.1,0.7,12.5,0.6,0.8,68.4,0.8,2.7,3.5,0.4,0.8,0.3,0.4,1.6,10.2,0,0,-1.3,6-8,235,Louisiana State,USA,2015,2,33,6-8,235,Louisiana State,USA,2015,2,33,3.4,0.7,2.7,1.7,0.7,21.5,78.5,90.9,38.6,1.5,42.0,7.8,45.3,0.7,50.0,4.7,18.3,9.7,0.4,0.0,1.0,,1.0,,1.0,0.4,2.1,2.1,1.3,3.2,0.7,0.2,0.3,0.5,36.4,63.6,0.00,3.4,0.9,4.2,1.3,2.2,60.8,0.2,0.4,44.4,0.0,0.1,0.0,0.1,0.1,66.7,0.1,0.4,22.2,0.0,0.3,0.0,4.5,8.0,56.2,0.9,2.8,32.3,0.7,1.4,50.0,0.5,1.5,36.4,1.1,2.8,38.7,2.1,4.7,45.0,107.4,-6.0,5.1,6.5,22.6,14.6,48.8,51.5,16.8,95.98,8.0,
Jose Calderon,CLE,36,16.0,12.9,57,33,24,4.5,1.6,3.2,50.3,0.8,1.7,46.4,0.4,0.5,80.0,0.2,1.2,1.5,2.1,0.7,0.5,0.0,1.4,10.1,0,0,1.1,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,0.7,0.0,0.7,0.4,0.1,2.6,97.4,75.9,13.8,0.2,14.3,2.9,50.0,0.3,56.0,9.6,26.2,25.6,2.1,0.5,3.8,,5.1,,5.1,2.6,7.8,10.1,0.4,0.9,1.0,0.2,0.5,0.7,29.3,70.7,0.11,1.7,1.7,3.4,0.5,0.7,67.6,0.0,0.1,50.0,0.1,0.2,45.5,0.2,0.5,42.3,0.4,0.8,51.2,0.5,1.1,43.1,6.6,10.1,65.0,1.4,3.4,42.0,0.9,2.3,39.3,1.1,2.7,38.7,2.0,4.8,42.1,2.4,6.5,37.2,107.7,3.2,17.5,1.7,7.9,4.9,62.4,64.3,11.8,97.51,6.7,5.6
Josh Gray,PHX,24,17.3,,5,0,5,6.4,2.2,8.2,26.8,0.6,2.6,23.1,1.4,2.2,63.6,0.4,1.6,2.0,2.4,1.4,1.6,0.4,1.6,17.0,0,0,-13.8,6-1,180,Louisiana State,USA,Undrafted,Undrafted,Undrafted,6-1,180,Louisiana State,USA,Undrafted,Undrafted,Undrafted,0.6,0.0,0.6,0.2,0.0,0.0,100,100,0.0,0.4,20.0,4.0,50.0,0.2,52.6,8.7,32.2,38.0,2.4,0.4,5.6,,6.2,,6.2,2.8,7.5,8.7,0.0,0.0,2.0,0.0,0.4,0.4,0.0,100,0.00,2.6,1.0,3.6,1.2,3.2,37.5,0.0,0.6,0.0,0.2,0.6,33.3,0.2,0.8,25.0,0.2,1.6,12.5,0.4,1.2,33.3,6.2,10.6,58.5,1.0,1.8,55.6,1.4,2.8,50.0,1.2,2.6,46.2,2.4,5.8,41.4,3.4,6.0,56.7,116.7,-35.1,24.0,1.7,10.4,5.1,30.5,34.9,24.3,106.07,4.1,
Josh Hart,LAL,23,23.2,25.6,63,27,36,7.9,2.8,6.0,46.9,1.2,3.1,39.6,1.0,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,17.0,8,0,-1.1,6-5,215,Villanova,USA,2017,1,30,6-5,215,Villanova,USA,2017,1,30,0.9,0.0,0.9,0.5,0.2,0.0,100,88.6,31.4,1.2,29.3,7.9,52.7,0.6,57.0,7.4,16.4,16.0,1.3,0.2,2.3,,3.2,,3.2,1.5,7.8,9.4,0.1,0.3,1.3,0.3,0.4,0.7,43.2,56.8,0.03,4.9,2.9,7.8,1.3,2.1,63.0,0.0,0.1,28.6,0.1,0.2,30.8,0.1,0.3,31.6,0.6,1.3,46.3,0.7,1.9,35.3,9.2,15.7,58.7,1.7,4.0,41.3,1.1,2.8,39.5,1.6,4.0,40.7,2.7,6.6,40.9,3.2,9.2,35.3,108.3,-1.9,7.6,2.8,14.3,8.6,57.3,59.6,13.3,100.37,8.8,6.3
Josh Huestis,OKC,26,14.2,,69,43,26,2.3,0.9,2.6,33.0,0.5,1.7,28.7,0.1,0.3,30.0,0.6,1.7,2.3,0.3,0.4,0.2,0.6,1.2,7.7,0,0,1.6,6-7,230,Stanford,USA,2014,1,29,6-7,230,Stanford,USA,2014,1,29,1.6,0.3,1.3,1.1,0.2,18.6,81.4,91.6,19.3,0.6,27.5,4.8,49.4,0.3,52.8,7.0,9.5,6.4,0.3,0.1,0.5,,0.7,,0.7,0.4,2.9,3.7,0.1,0.4,0.4,0.1,0.2,0.4,40.0,60.0,0.01,3.1,1.6,4.6,0.3,0.8,42.9,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,30.9,0.2,0.8,26.9,5.1,8.9,56.8,0.7,2.5,29.4,0.9,2.2,40.5,0.8,1.9,40.7,1.8,5.0,36.3,1.8,4.5,39.3,103.2,6.0,2.7,4.2,11.7,8.0,42.0,41.7,9.5,96.83,3.2,
Josh Jackson,PHX,21,25.4,25.2,77,19,58,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,1.2,3.3,4.6,1.5,1.9,1.0,0.5,2.8,23.5,5,0,-6.9,6-8,200,Kansas,USA,2017,1,4,6-8,200,Kansas,USA,2017,1,4,1.9,0.4,1.5,0.9,0.2,21.6,78.4,82.8,20.7,1.3,28.2,9.4,48.3,0.5,51.1,7.6,20.8,24.7,1.5,0.1,3.1,,3.8,,3.8,1.8,7.4,8.5,0.1,0.4,1.6,0.4,0.6,1.0,43.6,56.4,0.08,3.0,2.4,5.3,2.8,4.9,55.9,0.6,1.6,38.7,0.3,1.2,29.2,0.4,1.2,37.8,0.5,1.6,33.3,0.4,1.6,22.8,10.4,17.2,60.2,1.7,3.9,44.0,1.9,4.1,45.1,1.9,4.6,40.6,3.0,7.7,38.6,3.5,10.1,35.0,110.3,-11.7,10.5,4.4,12.3,8.3,44.8,48.0,25.3,103.23,7.2,7.3
Josh Magette,ATL,28,12.0,,18,3,15,2.6,0.8,2.6,32.6,0.4,1.2,36.4,0.4,0.4,100,0.1,0.9,1.1,3.2,0.5,0.4,0.1,0.9,9.6,0,0,-0.1,6-1,160,Alabama-Huntsville,USA,Undrafted,Undrafted,Undrafted,6-1,160,Alabama-Huntsville,USA,Undrafted,Undrafted,Undrafted,0.4,0.0,0.4,0.1,0.0,0.0,100,50.0,0.0,0.2,15.8,2.1,51.4,0.1,54.3,12.1,24.0,25.7,3.2,0.2,6.1,,7.4,,7.4,3.3,13.2,13.9,0.1,0.3,0.6,0.2,0.3,0.5,33.3,66.7,0.17,1.8,1.2,2.9,0.0,0.1,0.0,0.1,0.3,40.0,0.0,0.3,0.0,0.2,0.5,42.9,0.3,0.6,50.0,0.3,0.9,31.3,4.4,6.7,66.7,1.1,2.4,47.4,1.4,2.8,48.7,0.8,2.4,33.3,2.0,5.0,40.0,1.2,4.2,29.6,103.6,-0.5,37.0,0.9,7.9,4.3,41.3,46.4,11.9,99.81,8.5,
Josh McRoberts,DAL,31,2.9,,2,2,0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,6-10,240,Duke,USA,2007,2,37,6-10,240,Duke,USA,2007,2,37,0.5,0.0,0.5,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.5,66.7,100.0,-14.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,108.52,-12.8,
Josh Richardson,MIA,24,33.2,34.8,81,44,37,12.9,4.9,10.9,45.1,1.6,4.1,37.8,1.5,1.8,84.5,0.9,2.7,3.5,2.9,1.7,1.5,0.9,2.5,26.9,0,0,0.5,6-6,200,Tennessee,USA,2015,2,40,6-6,200,Tennessee,USA,2015,2,40,1.7,0.1,1.6,0.9,0.1,5.8,94.2,85.9,9.4,0.7,20.4,8.0,43.7,0.5,46.6,9.6,41.7,42.8,2.9,0.4,5.9,,7.1,,7.1,3.4,6.9,8.1,0.2,0.6,2.7,0.3,0.8,1.2,27.4,72.6,0.10,5.3,3.0,8.3,1.7,2.9,59.1,0.3,0.8,41.2,0.5,1.0,47.1,0.6,1.5,39.5,0.8,2.2,36.0,1.0,2.5,42.2,11.5,19.8,57.9,2.5,6.6,38.0,2.0,5.1,39.1,2.3,5.6,41.2,3.2,8.6,37.7,4.0,11.0,36.5,104.2,0.8,13.1,2.5,8.0,5.3,52.3,55.1,17.6,97.38,8.6,9.4
Josh Smith,NOP,32,3.9,,3,2,1,0.7,0.3,1.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,2.3,0,0,-3.3,6-9,225,None,USA,2004,1,17,6-9,225,None,USA,2004,1,17,1.3,0.0,1.3,0.7,0.3,0.0,100,66.7,33.3,0.3,25.0,2.0,66.7,0.3,80.0,2.5,7.0,4.0,0.0,0.0,2.0,,0.7,,0.7,0.7,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,1.0,0.3,1.3,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,66.7,2.0,3.0,66.7,0.5,0.5,100,0.3,0.7,50.0,0.3,2.0,16.7,0.7,1.0,66.7,107.4,-34.3,0.0,13.6,10.0,12.5,25.0,25.0,11.8,107.60,-4.5,
Jrue Holiday,NOP,28,36.1,35.8,81,47,34,19.0,7.6,15.4,49.4,1.5,4.4,33.7,2.3,2.9,78.6,0.8,3.7,4.5,6.0,2.6,1.5,0.8,2.5,37.7,8,1,3.9,6-4,205,UCLA,USA,2009,1,17,6-4,205,UCLA,USA,2009,1,17,2.5,0.1,2.3,1.2,0.2,6.0,94.0,81.4,16.1,1.1,24.4,9.7,46.4,0.6,49.6,8.8,54.8,61.6,6.0,0.7,11.1,,14.8,,14.8,7.0,10.9,12.8,0.4,1.0,3.2,0.8,0.9,1.6,46.6,53.4,0.02,4.5,4.3,8.8,3.7,5.8,63.4,1.0,2.2,48.0,0.6,1.4,42.5,0.7,1.3,54.4,0.7,2.1,34.7,0.9,2.6,33.6,13.4,22.1,60.6,2.6,6.6,38.6,2.5,6.0,41.2,2.9,7.5,37.8,3.8,10.9,34.8,5.2,14.9,35.0,104.5,4.9,24.3,2.2,9.5,6.0,54.3,57.0,22.5,102.25,11.8,12.7
Juancho Hernangomez,DEN,22,11.1,19.4,25,15,10,3.3,1.2,3.0,38.7,0.6,2.0,28.0,0.4,0.5,83.3,0.7,1.4,2.2,0.5,0.4,0.2,0.1,1.0,7.3,0,0,-1.0,6-9,230,None,Spain,2016,1,15,6-9,230,None,Spain,2016,1,15,0.9,0.2,0.7,0.3,0.2,18.2,81.8,58.3,41.7,1.0,44.4,3.9,55.7,0.3,60.0,5.6,10.4,7.8,0.5,0.1,0.9,,1.2,,1.2,0.6,4.6,5.4,0.2,0.4,0.5,0.2,0.2,0.3,50.0,50.0,0.04,2.3,1.5,3.8,0.6,0.9,63.6,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,37.0,0.2,1.0,17.4,4.4,7.1,61.4,1.0,2.2,45.5,0.7,2.0,35.6,1.2,2.3,50.0,1.9,3.7,51.2,1.2,3.7,31.8,109.2,-4.2,6.0,6.2,13.9,9.8,48.0,51.1,13.4,99.44,6.1,7.6
Julius Randle,LAL,23,26.7,30.6,82,35,47,16.1,6.1,11.0,55.8,0.1,0.5,22.2,3.7,5.2,71.8,2.2,5.8,8.0,2.6,2.6,0.5,0.5,3.3,30.2,28,1,-1.0,6-9,250,Kentucky,USA,2014,1,7,6-9,250,Kentucky,USA,2014,1,7,5.5,1.0,4.5,3.0,1.3,18.6,81.4,86.1,37.2,3.1,39.3,14.9,53.5,0.7,56.2,5.4,34.1,32.2,2.6,0.4,4.9,,6.5,,6.5,3.0,7.5,8.8,2.0,4.5,1.1,0.7,0.5,1.2,60.0,40.0,0.02,5.7,2.7,8.3,5.1,7.7,66.3,0.6,1.8,35.3,0.1,0.4,37.9,0.1,0.4,23.5,0.1,0.3,29.2,0.1,0.4,22.9,10.8,18.0,60.3,2.1,5.1,41.1,1.5,3.8,40.1,1.9,4.9,39.6,2.7,7.4,36.7,3.7,10.3,35.7,108.4,-1.4,15.8,8.2,20.2,14.4,56.3,60.6,25.1,101.30,13.5,13.7
Julyan Stone,CHA,29,7.6,,23,10,13,0.8,0.3,0.6,46.2,0.3,0.6,46.2,0.0,0.1,50.0,0.0,1.2,1.3,1.1,0.3,0.2,0.1,0.9,4.5,0,0,1.7,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,0.3,0.0,0.3,0.1,0.0,0.0,100,75.0,25.0,0.2,13.8,1.8,69.0,0.0,70.7,6.7,9.3,8.1,1.1,0.1,2.3,,3.0,,3.0,1.3,12.2,14.6,0.1,0.3,0.4,0.0,0.2,0.3,16.7,83.3,0.00,1.1,0.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,55.6,0.1,0.2,25.0,2.5,4.4,57.7,0.6,1.5,37.9,1.2,2.0,58.8,1.0,2.5,40.5,0.5,2.1,23.9,1.3,3.2,39.3,97.3,9.3,18.7,0.5,15.3,7.9,69.2,68.4,5.1,103.69,6.0,
