Player,TEAM,College,Country,PIE_2017,PIE_2018,AGE,MIN_2017,GP,W,L,PTS,FGM,3P%,FTM,FT%,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height,Weight,Draft_Number,%_Box_Outs_Off,%_Box_Outs_Def,%_Team_RebWhen_Box_Out,%_Player_RebWhen_Box_Out,ContestedREB%,DeferredREB_Chances,AdjustedREB_Chance%,AVG_REBDistance,PassesMade,PassesReceived,SecondaryAST,ASTAdj,AST_ToPass%_Adj,ScreenAssists_PTS,Deflections,%_Loose_BallsRecovered_OFF,%_Loose_BallsRecovered_DEF,ChargesDrawn,Contested2PT_Shots,Contested3PT_Shots,FGM_und_5ft,FG%_und_5ft,FGM_5_9ft,FG%_5_9ft,FGM_10_14ft,FG%_10_14ft,FGM_15_19ft,FG%_15_19ft,OPP_FGM_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,eFG%,TS%,USG%,PACE,cluster_five,cluster_ten,cluster_fourteen
Hassan Whiteside,MIA,Marshall,USA,17.6,16.2,29,25.3,54,30,24,14.0,5.8,100.0,2.4,70.3,1.7,0.7,1.7,2.4,34.8,28,0,-1.5,84.0,265,33,32.2,67.8,86.2,50.8,45.6,0.9,61.6,3.8,18.8,20.1,0.0,1.0,5.5,6.6,1.1,55.1,44.9,0.02,8.6,1.0,3.9,66.3,0.9,42.1,0.5,32.5,0.4,40.8,8.5,57.1,2.2,36.6,1.6,37.3,1.9,44.1,2.4,38.0,3.3,36.4,105.0,-2.8,6.8,12.1,31.7,54.2,57.3,23.5,98.25,3,1,12
Henry Ellenson,DET,Marquette,USA,9.6,10.2,21,8.7,38,21,17,4.0,1.4,33.3,0.7,86.2,0.5,0.1,0.0,0.6,7.2,1,0,-0.1,83.0,245,18,5.0,95.0,86.8,21.1,29.6,0.2,58.3,5.5,14.6,9.3,0.0,0.6,4.0,1.5,0.2,50.0,50.0,0.0,1.8,1.4,0.6,64.5,0.2,23.3,0.1,18.2,0.1,27.3,3.7,70.9,0.8,38.5,0.5,36.6,0.4,30.4,1.3,36.9,1.0,25.5,97.0,0.5,9.8,2.9,20.8,43.2,47.6,23.3,100.62,0,5,6
Ian Clark,NOP,Belmont,USA,6.2,5.2,27,19.7,74,43,31,7.4,3.0,31.8,0.6,76.3,0.8,0.4,0.1,1.6,12.7,0,0,0.4,75.0,175,61,0.0,100.0,78.6,16.7,11.0,0.3,55.7,9.5,17.8,21.1,0.2,1.7,9.7,0.6,0.7,38.1,61.9,0.01,2.0,1.7,0.9,61.0,0.5,46.8,0.3,54.5,0.3,47.9,8.1,61.5,1.8,42.9,1.2,37.7,1.5,39.7,1.9,34.8,2.5,33.3,106.0,1.0,10.7,0.7,7.4,51.1,52.9,16.8,102.08,3,4,0
Ian Mahinmi,WAS,None,France,6.1,6.8,31,14.9,77,42,35,4.8,1.8,0.0,1.2,70.3,1.3,0.5,0.5,3.0,12.5,1,0,0.2,83.0,262,28,16.1,83.9,86.9,28.6,43.9,0.6,52.9,5.4,15.8,10.1,0.2,0.9,5.7,4.7,1.1,45.9,54.1,0.04,4.6,1.2,1.5,59.9,0.3,48.9,0.1,40.0,0.0,0.0,5.1,62.7,0.9,39.4,0.9,45.2,1.2,41.1,1.5,39.2,2.0,34.1,105.2,1.4,6.8,11.8,15.6,55.6,60.1,15.0,98.51,3,8,2
Iman Shumpert,SAC,Georgia Tech,USA,4.9,5.7,28,19.7,14,9,5,4.4,1.6,26.9,0.8,73.3,1.1,0.6,0.3,1.6,11.4,0,0,2.0,77.0,220,17,0.0,100.0,78.9,31.6,14.6,0.2,59.4,8.6,22.6,20.4,0.4,1.7,7.6,1.1,1.9,33.3,66.7,0.0,1.6,1.9,0.4,75.0,0.1,33.3,0.1,66.7,0.4,54.5,7.6,64.2,1.3,31.0,0.8,33.3,1.4,40.0,2.0,40.0,2.9,30.6,103.1,5.4,8.4,2.6,11.3,44.0,48.0,12.5,101.06,0,5,10
Isaiah Canaan,OKC,Murray State,USA,9.6,5.7,27,21.1,20,9,11,8.6,2.6,33.3,2.3,90.2,1.5,0.8,0.1,1.8,18.1,0,0,1.0,72.0,201,34,50.0,50.0,100.0,0.0,20.0,0.3,44.6,7.4,41.4,46.8,0.4,4.5,10.9,0.1,1.6,36.4,63.6,0.1,1.9,1.6,1.0,40.0,0.4,61.5,0.1,25.0,0.1,50.0,7.9,60.8,1.4,45.2,1.7,50.7,1.6,39.2,2.8,40.7,2.1,31.1,108.0,1.2,27.6,1.4,9.4,46.0,53.9,19.3,97.72,0,5,10
Isaiah Hicks,NYK,North Carolina,USA,3.3,10.4,23,13.3,18,4,14,4.4,1.8,22.2,0.7,66.7,0.9,0.1,0.2,2.5,8.6,0,0,-2.5,81.0,242,61,4.2,95.8,91.7,4.2,36.6,0.4,44.6,6.2,13.4,11.5,0.1,1.0,7.5,2.7,0.4,75.0,25.0,0.0,3.2,1.6,1.4,56.8,0.1,16.7,0.2,50.0,0.1,25.0,4.8,57.7,1.4,46.0,0.9,44.4,0.9,38.1,1.4,32.9,1.9,39.8,109.7,-7.7,9.8,4.1,11.8,47.2,50.1,17.5,100.22,0,3,3
Isaiah Thomas,LAL,Washington,USA,7.7,3.9,29,26.9,32,15,17,15.2,4.9,29.3,3.7,89.3,3.0,0.5,0.1,1.8,23.6,0,0,-3.7,69.0,185,60,0.0,100.0,90.0,5.0,22.4,0.4,44.4,11.9,37.0,51.7,0.7,5.6,15.1,1.1,0.7,45.5,54.5,0.09,2.9,2.9,1.5,47.5,0.4,37.5,0.5,34.9,0.7,50.0,11.7,64.9,2.6,46.4,1.8,42.1,2.2,44.7,3.3,38.7,3.4,35.1,114.8,-6.9,26.8,1.9,5.6,43.8,50.8,27.6,103.05,1,5,10
Ish Smith,DET,Wake Forest,USA,10.6,8.6,29,24.9,82,39,43,10.9,4.7,34.7,1.0,69.8,1.3,0.8,0.2,1.7,22.5,3,0,0.5,72.0,175,61,5.3,94.7,69.0,6.9,17.4,0.6,43.5,8.9,48.7,55.3,0.6,5.1,10.5,0.4,1.4,35.1,64.9,0.13,2.8,2.0,2.0,58.9,0.5,40.4,0.7,50.0,1.0,45.8,9.1,63.6,1.6,34.2,1.6,43.2,1.7,39.8,2.6,34.9,3.6,36.7,105.9,0.8,27.3,1.3,9.5,50.7,52.5,20.3,98.58,1,2,8
Ivan Rabb,MEM,California,USA,11.1,10.6,21,14.3,36,6,30,5.6,2.4,0.0,0.8,80.6,1.0,0.3,0.4,1.5,13.3,3,0,-2.7,82.0,220,35,24.6,75.4,88.0,37.3,52.5,0.4,56.6,5.4,18.5,13.7,0.1,1.1,5.9,3.2,0.6,60.0,40.0,0.0,3.3,1.8,1.5,64.1,0.2,50.0,0.3,47.6,0.5,51.7,6.1,65.4,1.1,43.0,0.6,38.2,1.1,44.7,1.8,39.0,2.0,35.4,110.9,-8.4,9.5,10.2,21.6,56.6,59.9,16.7,98.87,0,8,2
Ivica Zubac,LAL,None,Croatia,10.8,12.7,21,9.5,43,19,24,3.7,1.4,0.0,0.9,76.5,0.6,0.2,0.3,1.1,9.0,1,0,1.0,85.0,240,32,19.2,80.8,85.3,33.3,48.8,0.3,56.9,4.0,13.0,8.8,0.0,0.6,4.8,2.8,0.3,50.0,50.0,0.0,3.9,1.1,1.3,61.6,0.1,18.2,0.1,25.0,0.1,40.0,3.3,55.6,0.9,41.0,0.6,46.2,0.8,36.1,1.2,33.3,1.0,28.4,94.7,5.0,9.5,10.1,16.8,50.0,55.7,17.2,102.02,0,8,2
J.J. Barea,DAL,Northeastern,Puerto Rico,13.3,13.1,34,23.2,69,23,46,11.6,4.4,36.7,1.2,78.4,2.1,0.5,0.0,1.2,24.1,6,0,0.3,72.0,185,61,2.3,97.7,97.1,20.6,10.4,0.4,50.8,9.1,48.5,54.7,0.8,7.3,15.1,0.2,0.7,38.5,61.5,0.04,1.3,1.9,1.4,61.4,0.5,43.5,0.4,43.1,0.3,38.8,7.7,67.0,1.4,35.0,1.9,47.1,1.8,39.0,3.0,40.0,2.9,36.3,106.8,0.7,42.6,0.9,12.0,52.2,54.5,24.3,97.92,1,2,8
JJ Redick,PHI,Duke,USA,10.8,9.9,34,30.2,70,45,25,17.1,5.8,42.0,2.8,90.4,1.5,0.5,0.1,1.8,25.0,0,0,4.4,76.0,200,11,1.2,98.8,84.1,7.9,10.5,0.4,51.7,10.8,28.7,38.5,0.5,3.6,12.4,1.6,0.8,54.2,45.8,0.09,2.7,2.2,0.7,59.5,0.1,31.6,0.3,48.8,1.0,50.0,9.6,56.2,2.3,39.3,2.4,42.3,2.6,39.6,2.8,38.6,4.5,34.5,102.4,7.0,14.9,0.4,7.1,56.9,61.4,20.6,103.62,1,2,0
JR Smith,CLE,None,USA,5.2,5.1,32,28.1,80,49,31,8.3,3.0,37.5,0.5,69.6,1.0,0.9,0.1,2.0,16.4,0,0,-1.5,78.0,225,18,6.6,93.4,84.8,16.1,20.0,0.4,59.2,9.1,22.2,22.2,0.3,2.1,9.4,1.3,1.5,31.8,68.2,0.04,2.2,2.8,0.4,52.5,0.2,42.9,0.2,36.4,0.3,46.0,11.7,64.4,2.0,41.1,1.7,43.9,2.1,43.4,3.3,42.3,4.2,36.7,113.2,-2.3,8.7,1.3,9.2,52.4,53.4,13.6,99.03,3,4,0
JaKarr Sampson,SAC,St. John's,USA,8.7,16.2,25,15.6,22,6,16,4.7,2.0,50.0,0.5,62.5,0.4,0.4,1.0,2.2,13.3,0,0,0.0,81.0,207,61,10.6,89.4,93.3,20.0,24.4,0.5,54.9,4.8,15.1,9.7,0.0,0.4,2.7,0.7,0.9,70.0,30.0,0.05,3.4,2.0,1.3,61.7,0.3,50.0,0.1,50.0,0.0,25.0,4.9,54.9,1.1,44.4,0.8,46.9,0.8,39.5,1.9,35.6,1.7,25.9,100.0,-0.1,4.1,5.8,16.1,57.4,58.5,12.4,95.24,0,3,3
JaMychal Green,MEM,Alabama,USA,10.1,10.3,28,28.0,55,11,44,10.3,4.1,33.9,1.5,72.1,1.4,0.6,0.5,2.8,24.4,16,0,-4.5,81.0,227,61,35.4,64.6,82.1,32.1,38.6,0.4,58.9,5.2,33.9,23.7,0.2,1.7,4.9,3.1,1.3,52.8,47.2,0.05,3.3,2.9,2.5,58.3,0.1,32.0,0.1,29.2,0.4,41.8,9.8,64.7,1.7,42.9,1.6,37.8,1.5,36.6,3.4,40.9,3.8,35.6,110.5,-8.0,8.2,9.6,21.8,50.1,53.0,17.8,95.25,3,8,1
JaVale McGee,GSW,Nevada-Reno,USA,11.8,12.7,30,9.5,65,45,20,4.8,2.1,0.0,0.6,73.1,0.4,0.3,0.9,1.4,11.8,0,0,0.6,84.0,270,18,18.7,81.3,88.7,33.0,52.1,0.3,55.4,5.5,9.4,7.5,0.0,0.6,6.2,2.7,0.7,73.3,26.7,0.0,4.0,1.1,1.6,69.9,0.3,58.6,0.1,26.7,0.1,46.7,3.7,60.1,0.7,37.6,0.8,49.0,0.7,38.7,1.1,39.5,1.3,36.3,107.9,2.6,8.0,10.1,16.6,62.1,64.1,18.3,102.49,3,8,2
Jabari Parker,MIL,Duke,USA,11.1,11.1,23,24.0,31,16,15,12.6,5.2,38.3,1.3,74.1,1.5,0.8,0.3,1.6,23.2,3,0,-2.1,80.0,250,2,16.0,84.0,78.7,29.8,26.5,0.4,53.5,7.3,31.5,27.6,0.2,2.0,6.4,0.9,1.3,35.3,64.7,0.0,3.6,2.5,2.6,57.0,0.3,40.9,0.3,40.9,0.8,45.5,11.0,60.8,1.1,32.0,1.4,44.3,1.4,31.8,1.8,37.0,3.5,37.5,109.7,-3.9,12.9,5.5,14.5,52.9,55.0,22.8,100.62,0,5,10
Jae Crowder,UTA,Marquette,USA,6.1,8.6,27,26.1,80,52,28,9.7,3.4,32.3,1.5,81.8,0.9,0.8,0.3,2.3,17.9,0,0,0.3,78.0,235,34,8.9,90.5,93.5,28.0,25.8,0.4,54.3,7.3,27.8,23.3,0.1,1.4,5.0,1.4,1.5,44.2,55.8,0.03,3.8,3.0,1.5,61.6,0.1,21.1,0.1,33.3,0.2,28.6,9.7,62.6,2.0,39.0,1.6,39.1,2.2,42.2,2.9,41.5,3.6,37.2,107.2,0.6,7.1,2.9,10.3,48.6,52.5,16.9,99.67,3,4,13
Jahlil Okafor,BKN,Duke,USA,10.5,11.5,22,12.6,28,7,21,6.3,2.8,25.0,0.8,72.4,0.8,0.1,0.6,1.8,12.1,0,0,-5.8,83.0,260,3,12.9,87.1,88.9,34.9,45.9,0.4,54.8,4.6,13.6,13.7,0.0,0.5,3.4,2.5,0.1,78.6,21.4,0.0,5.3,0.9,1.7,64.9,0.7,54.1,0.3,40.0,0.0,0.0,4.0,61.3,1.4,52.1,1.7,51.1,1.0,40.3,1.6,38.7,1.3,38.5,115.2,-22.6,7.0,5.8,19.0,56.2,58.4,21.6,97.47,0,3,3
Jake Layman,POR,Maryland,USA,2.7,8.2,24,4.6,35,22,13,1.0,0.4,20.0,0.1,66.7,0.1,0.2,0.1,0.4,2.7,0,0,-0.6,81.0,210,47,16.7,83.3,87.5,25.0,31.3,0.1,66.7,6.4,3.6,3.9,0.0,0.3,9.4,0.1,0.2,40.0,60.0,0.0,0.6,0.2,0.2,58.3,0.0,0.0,0.0,20.0,0.1,66.7,1.6,58.8,0.5,52.4,0.3,36.4,0.3,33.3,0.7,38.2,0.7,40.4,106.2,-11.5,9.9,2.4,7.8,34.0,35.2,13.9,99.25,0,0,11
Jakob Poeltl,TOR,Utah,Austria,9.7,11.0,22,18.6,82,59,23,6.9,3.1,50.0,0.7,59.4,1.0,0.5,1.2,2.6,17.8,4,0,3.0,84.0,230,9,18.8,81.2,89.8,32.4,60.6,0.6,48.2,4.9,20.5,13.5,0.1,0.8,4.1,6.6,1.0,62.1,37.9,0.05,8.5,1.5,2.8,71.3,0.2,33.3,0.1,52.9,0.0,0.0,6.9,56.2,1.2,34.4,1.3,47.6,1.2,41.1,1.6,37.9,2.1,36.4,103.7,8.3,5.4,10.7,15.0,66.0,66.2,14.3,98.72,3,8,2
Jalen Jones,DAL,Texas A&M,USA,5.1,5.4,25,11.3,16,3,13,4.6,1.6,38.5,0.8,63.2,0.4,0.3,0.1,1.4,8.5,0,0,-2.0,79.0,220,61,26.7,73.3,83.3,16.7,26.3,0.3,60.3,6.7,9.5,8.3,0.1,0.4,4.6,0.6,0.8,87.5,12.5,0.06,1.0,1.6,0.9,50.0,0.1,10.0,0.1,50.0,0.0,0.0,4.3,64.6,0.7,35.7,0.9,85.7,1.7,55.0,1.6,34.8,1.9,47.4,115.9,-6.6,3.2,6.3,15.4,45.6,48.5,19.3,97.26,0,3,3
Jamal Crawford,MIN,Michigan,USA,7.9,8.3,38,20.7,80,45,35,10.3,3.9,33.1,1.3,90.3,1.2,0.5,0.1,1.1,15.9,0,0,-1.9,77.0,185,8,0.0,100.0,100.0,11.1,8.1,0.1,57.6,12.9,17.7,26.4,0.3,2.8,15.9,0.1,0.9,41.3,58.7,0.01,0.6,0.9,0.4,53.2,0.2,37.8,0.5,58.5,1.0,44.6,8.7,66.5,1.4,38.7,1.2,43.5,1.3,41.2,2.9,40.2,2.5,38.3,112.8,-4.5,17.7,1.3,5.0,48.5,51.9,23.1,98.26,3,4,0
Jamal Murray,DEN,Kentucky,Canada,9.6,10.8,21,31.7,81,46,35,16.7,5.9,37.8,2.8,90.5,2.1,1.0,0.3,2.1,28.0,1,0,2.8,76.0,207,7,2.5,97.5,88.8,16.3,24.6,0.5,47.7,8.6,52.9,61.6,0.8,4.2,8.0,0.9,2.0,51.5,48.5,0.06,4.3,3.4,2.0,57.5,0.5,44.9,0.6,48.1,0.6,41.6,12.3,62.9,2.5,40.5,2.0,43.2,2.5,45.9,4.2,38.6,3.6,39.9,110.2,3.7,15.9,3.3,8.7,52.9,57.6,22.3,97.75,1,2,8
James Ennis III,DET,California State-Long Beach,USA,7.3,5.6,27,22.3,72,25,47,7.1,2.5,33.3,1.3,83.6,0.8,0.7,0.3,1.9,14.3,1,0,-2.5,79.0,210,50,22.9,77.1,90.0,31.3,32.6,0.3,50.9,7.3,14.3,14.0,0.2,1.3,8.8,0.4,1.3,36.5,63.5,0.01,2.5,2.5,1.4,62.8,0.1,31.3,0.1,47.6,0.1,41.2,8.2,63.9,1.3,36.2,1.4,42.7,1.3,38.6,2.6,40.1,2.7,32.7,107.9,-5.6,6.9,4.5,9.6,54.0,58.8,13.4,96.97,3,4,1
James Harden,HOU,Arizona State,USA,19.4,20.1,28,35.4,72,59,13,30.4,9.0,36.7,8.7,85.8,4.4,1.8,0.7,2.3,53.0,31,4,7.3,77.0,220,3,3.2,96.8,91.1,12.9,17.2,0.7,52.9,7.6,51.2,73.2,0.8,10.1,19.8,0.9,2.9,36.3,63.7,0.03,4.4,3.1,4.0,60.8,0.4,34.4,0.5,40.7,0.4,43.3,14.5,64.3,2.5,41.3,2.2,39.5,1.8,36.1,3.7,36.1,4.7,35.9,106.2,10.0,44.9,1.7,13.7,54.1,61.9,35.3,98.29,1,2,8
James Johnson,MIA,Wake Forest,USA,11.2,7.9,31,26.6,73,37,36,10.8,4.2,30.8,1.5,69.8,1.9,1.0,0.7,2.6,25.5,6,0,0.0,80.0,240,16,9.4,90.6,82.4,26.4,24.2,0.5,54.1,6.4,40.6,34.4,0.2,4.2,10.3,4.9,1.9,35.7,64.3,0.0,4.7,2.9,2.6,65.6,0.4,50.8,0.2,46.7,0.2,40.5,9.2,57.5,2.2,37.9,1.4,36.2,1.9,42.9,2.5,36.7,3.4,35.7,105.8,0.1,22.0,3.2,14.8,55.0,57.5,18.5,97.74,1,2,0
Jared Dudley,PHX,Boston College,USA,6.2,4.9,32,14.3,48,7,41,3.2,1.0,36.3,0.6,77.1,0.6,0.5,0.2,1.8,9.6,0,0,0.0,79.0,240,22,2.2,97.8,90.5,13.1,22.3,0.4,47.2,7.1,24.7,16.4,0.1,1.8,7.2,1.9,0.8,26.3,73.7,0.06,1.9,1.2,0.3,58.3,0.0,33.3,0.0,0.0,0.0,25.0,4.8,59.9,1.0,45.6,1.3,49.2,1.2,45.0,1.6,35.5,1.9,37.3,106.4,0.1,15.3,1.1,12.6,51.2,55.3,10.2,100.97,0,5,13
Jarell Martin,MEM,Louisiana State,USA,6.6,6.5,24,22.7,73,21,52,7.7,3.0,34.7,1.2,76.7,1.2,0.5,0.7,2.9,16.9,2,0,-3.6,82.0,239,25,11.0,89.0,88.6,28.5,37.4,0.6,46.8,5.6,26.6,18.6,0.1,1.2,4.5,1.5,1.1,54.8,45.2,0.08,4.6,2.5,1.7,55.2,0.1,18.5,0.2,40.5,0.3,36.4,7.6,60.8,1.3,35.9,1.5,41.3,1.5,44.2,2.7,40.8,2.9,34.7,108.1,-7.6,7.3,5.7,13.9,48.0,51.6,16.8,97.16,3,4,1
Jarrett Allen,BKN,Texas,USA,10.8,12.1,20,20.0,72,25,47,8.2,3.3,33.3,1.6,77.6,1.1,0.4,1.2,2.0,19.3,4,0,-2.0,83.0,234,22,10.4,89.6,88.3,30.2,42.6,0.6,52.4,5.2,24.3,18.8,0.1,0.8,3.3,5.1,0.8,62.7,37.3,0.0,9.7,1.3,2.8,65.5,0.3,39.2,0.1,38.5,0.0,22.2,7.5,57.6,1.9,42.7,1.5,40.8,1.9,42.2,2.4,39.8,2.1,36.3,108.2,-4.1,5.5,9.6,15.7,59.6,63.6,16.2,100.01,3,8,1
Jason Smith,WAS,Colorado State,USA,4.6,6.2,32,8.6,33,15,18,3.4,1.4,12.5,0.6,90.5,0.5,0.1,0.4,1.3,7.0,0,0,-2.5,84.0,240,20,14.1,85.9,81.0,28.6,41.5,0.2,55.8,6.0,11.4,8.3,0.1,0.5,4.2,2.0,0.2,75.0,25.0,0.09,1.7,1.3,0.5,58.1,0.0,25.0,0.2,54.5,0.4,40.7,3.2,65.4,0.6,34.0,0.3,34.6,0.5,36.4,1.1,42.2,1.5,36.6,111.3,-15.8,8.4,6.0,12.2,40.9,45.5,20.4,102.74,0,3,3
Jawun Evans,LAC,Oklahoma State,USA,4.6,2.5,21,16.2,48,24,24,4.8,1.9,27.8,0.8,77.6,0.9,0.8,0.1,2.0,11.7,0,0,0.2,72.0,190,39,2.8,97.2,100.0,31.8,25.0,0.4,45.7,8.2,24.6,27.5,0.3,2.5,10.2,0.4,1.7,57.7,42.3,0.1,1.3,1.5,0.8,42.0,0.2,25.0,0.3,61.9,0.2,27.8,5.5,62.1,1.0,35.8,1.2,47.0,1.6,42.0,2.0,40.1,1.9,30.3,104.1,2.1,17.7,1.1,9.2,38.1,42.1,17.0,103.27,3,5,10
Jaylen Brown,BOS,California,USA,8.9,8.4,21,30.7,70,47,23,14.5,5.3,39.5,2.1,64.4,1.8,1.0,0.4,2.6,25.2,2,0,4.9,79.0,225,3,9.4,90.6,86.7,34.3,28.0,0.5,53.5,6.7,23.2,25.7,0.2,1.9,8.3,0.7,2.0,49.4,50.6,0.07,3.3,3.4,2.7,56.3,0.3,38.2,0.2,37.8,0.3,45.8,11.1,60.2,1.9,35.2,1.8,36.0,2.3,36.6,3.1,38.7,3.5,31.0,101.3,7.7,8.1,3.0,12.4,54.0,56.2,20.8,97.62,3,4,0
Jaylen Morris,ATL,Molloy,USA,7.7,10.9,22,16.4,6,2,4,4.7,2.2,20.0,0.0,0.0,1.0,0.3,0.2,0.3,10.1,0,0,-7.0,77.0,185,61,0.0,100.0,100.0,12.5,12.5,0.2,43.2,8.6,11.0,10.8,0.0,1.0,9.1,0.0,1.0,33.3,66.7,0.17,4.0,2.7,1.2,46.7,0.2,50.0,0.3,100.0,0.0,0.0,4.7,58.3,0.8,25.0,1.3,53.3,2.0,40.0,2.8,41.5,2.2,37.1,105.0,-17.9,13.0,1.8,12.5,43.8,43.8,15.4,106.49,0,6,6
Jayson Tatum,BOS,Duke,USA,10.8,10.6,20,30.5,80,53,27,13.9,5.0,43.4,2.7,82.6,1.4,1.0,0.7,2.1,26.2,4,0,4.3,80.0,205,3,10.3,89.7,81.8,30.0,22.9,0.5,56.4,6.9,27.8,27.9,0.2,1.9,6.7,1.1,1.7,39.7,60.3,0.01,3.4,3.0,2.3,57.4,0.1,23.1,0.3,37.7,0.7,43.3,11.2,60.2,1.8,35.1,1.6,33.8,2.4,38.0,3.0,39.6,3.5,30.4,100.8,6.9,8.1,2.1,13.8,53.8,58.6,19.2,97.42,3,4,0
Jeff Green,CLE,Georgetown,USA,9.0,8.8,31,23.4,78,47,31,10.8,3.8,31.2,2.6,86.8,1.0,0.5,0.4,1.9,18.5,1,0,1.3,81.0,235,5,9.2,90.8,86.0,17.6,42.7,0.3,51.3,6.9,22.0,22.4,0.2,1.4,6.5,2.3,1.0,32.6,67.4,0.08,4.5,3.0,2.4,66.0,0.2,35.8,0.2,27.5,0.2,38.5,9.0,61.7,1.5,41.5,1.6,42.7,1.7,40.4,2.5,39.0,3.3,32.2,106.2,3.7,8.1,3.4,9.5,52.0,58.7,19.0,100.04,3,4,0
Jeff Teague,MIN,Wake Forest,USA,10.5,10.3,30,33.0,70,41,29,14.2,5.1,36.8,2.9,84.5,2.5,1.5,0.3,2.4,31.2,13,0,2.0,74.0,189,19,0.0,100.0,91.7,8.3,9.6,0.4,46.3,10.4,57.5,66.5,0.5,8.0,14.0,0.8,2.7,31.4,68.6,0.1,2.6,2.9,1.9,59.6,0.9,37.7,0.7,42.9,0.3,42.1,12.7,65.3,2.0,36.5,1.8,39.9,2.2,40.8,4.6,38.9,4.3,36.9,110.0,2.7,29.8,1.1,8.1,49.9,55.3,20.1,98.11,1,2,8
Jerami Grant,OKC,Syracuse,USA,10.1,8.4,24,20.3,81,48,33,8.4,3.0,29.1,2.0,67.5,0.7,0.4,1.0,1.9,17.5,2,0,0.2,81.0,220,39,6.7,93.0,82.5,20.8,39.4,0.4,52.6,6.3,22.5,16.1,0.1,0.9,3.8,3.9,0.7,46.0,54.0,0.21,4.4,2.2,2.4,65.3,0.1,32.1,0.0,50.0,0.1,35.7,7.3,57.0,1.2,33.7,1.2,40.9,1.1,43.1,2.6,36.4,2.4,39.4,104.7,1.7,5.5,5.0,14.0,57.0,60.7,16.1,98.37,3,4,0
Jeremy Lamb,CHA,Connecticut,USA,11.6,11.8,26,24.6,80,36,44,12.9,4.8,37.0,2.2,86.1,1.2,0.8,0.4,1.7,23.6,0,0,1.0,77.0,185,12,9.8,90.2,100.0,29.0,21.6,0.5,58.0,6.9,22.3,27.0,0.4,2.9,13.2,0.2,1.6,40.6,59.4,0.01,2.4,3.0,1.6,58.8,0.6,47.5,0.6,50.5,0.6,37.9,8.5,64.2,1.6,38.6,1.9,46.4,1.9,38.9,2.8,39.7,3.7,36.5,107.9,1.3,15.4,2.4,14.0,51.3,55.9,22.0,98.9,3,4,0
Jeremy Lin,BKN,Harvard,USA,7.1,10.0,29,25.2,1,0,1,18.0,5.0,50.0,7.0,100.0,3.0,0.0,0.0,3.0,21.0,0,0,-6.0,75.0,200,61,0.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,32.0,49.0,0.0,4.0,12.5,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,50.0,0.0,0.0,0.0,0.0,1.0,33.3,16.0,76.2,2.0,66.7,0.0,0.0,6.0,75.0,2.0,33.3,3.0,21.4,119.0,-9.5,23.5,0.0,0.0,45.8,59.7,25.4,120.08,0,5,10
Jerian Grant,CHI,Notre Dame,USA,9.5,7.6,25,22.8,74,24,50,8.4,2.8,32.6,1.9,74.5,1.2,0.9,0.1,1.8,19.7,5,0,-3.4,76.0,198,19,6.4,93.6,82.8,10.3,16.4,0.4,45.8,8.8,40.5,44.4,0.4,5.1,12.6,0.4,1.5,60.0,40.0,0.04,2.4,2.8,0.9,59.8,0.1,23.1,0.3,41.2,0.4,38.4,8.7,63.1,1.2,37.7,1.2,40.3,1.4,40.9,3.1,38.0,3.4,38.1,109.1,-7.1,31.4,1.7,8.4,47.6,52.8,17.2,98.24,1,2,1
Jerryd Bayless,PHI,Arizona,USA,4.7,5.9,29,23.7,39,21,18,7.9,2.8,37.0,0.9,79.5,1.2,0.6,0.2,2.3,13.5,0,0,-1.8,75.0,200,11,12.0,88.0,76.5,0.0,11.4,0.4,47.9,13.1,20.9,25.9,0.4,1.9,8.9,0.1,1.0,51.6,48.4,0.05,3.0,2.2,1.0,65.0,0.1,26.7,0.1,30.8,0.1,29.4,8.1,59.4,1.6,39.5,1.9,43.4,2.0,50.0,2.5,40.9,2.9,30.3,105.5,-3.4,8.5,1.6,6.6,51.9,54.6,14.6,102.99,0,5,10
Jimmy Butler,MIN,Marquette,USA,15.1,12.6,28,36.7,59,37,22,22.2,7.4,35.0,6.2,85.4,1.8,2.0,0.4,1.3,41.1,3,0,6.3,80.0,236,30,18.9,81.1,84.8,16.3,29.6,0.8,54.2,8.3,40.6,48.0,0.4,5.4,13.4,0.8,3.5,39.1,60.9,0.12,3.1,3.1,2.9,61.7,1.0,53.1,1.3,46.0,0.9,39.3,14.0,64.1,2.2,37.5,2.1,39.8,2.0,38.3,4.7,36.7,4.2,35.7,106.4,8.3,20.4,3.8,11.2,51.2,59.0,24.5,95.76,1,2,8
